0.56112087	-0.050383314	-0.22979242	1.3564323	0.08121262	1.0202574	0.11995028	1.1700112	0.012379373	-0.14578906	0.4457191	0.30522203	-0.63465667	-1.301642	0.13622089	0.99963516
0.28709012	-0.4232345	0.50778115	0.2823301	-0.15833886	0.100153886	-0.15834741	0.7298804	-0.20898275	0.26633143	0.2904825	-0.17852671	-0.36290494	-0.0414347	-0.17435452	1.5587401
-0.265377	-0.8725469	0.22533269	0.08088406	-0.11277862	0.1282294	-0.19762771	0.61413383	0.36075842	0.24774972	-0.3166372	-0.041470047	-0.4913965	-0.4568715	-0.08498538	0.11258223
0.026393462	0.32911062	-0.2546668	0.45083708	0.22649805	0.08362773	-0.07188138	0.15940963	0.030621478	-0.15423574	0.221336	0.25092074	-0.09337052	0.056126196	0.097514905	0.12922528
-0.34292743	-0.22745505	0.11691451	0.4169975	0.4765582	-0.28752422	-0.32503155	0.2487032	0.2698389	-0.3494217	0.0016283069	0.6218886	-0.3079857	0.0821631	-0.38807252	-0.40765744
-0.47482008	-1.1714756	-0.3523872	-1.1506159	-1.1054281	0.9170772	0.058567513	0.25158748	0.73319346	0.9283015	-1.014777	-0.99560845	-0.38823292	-1.9276801	0.7108199	-0.7615312
0.11085905	-0.46403793	0.41114074	0.083248	-0.033603985	-0.19234529	0.09089165	0.23231454	-0.075866565	-0.16431086	0.033144385	0.2152131	-0.13150986	-0.20940982	-0.28357872	0.37379006
0.2059602	0.3488853	-0.47056562	0.17867547	0.09909599	0.12993328	0.5330086	-0.5269215	0.0062464913	-0.47047645	0.08095023	0.45742598	0.34730104	-0.68548554	0.06830165	-0.9784149
0.15045713	0.13026908	-0.20258921	-0.048312895	-0.2632899	0.34352842	0.29462707	-0.21979384	-0.044811107	-0.0071198596	0.020970311	-0.16828142	0.17501292	-0.39645547	0.20005839	-0.15739404
0.82754695	0.341814	-0.22141822	-0.52700377	-1.2192824	0.86632	0.8259384	-0.21378846	-0.50864255	0.33791927	0.14813977	-0.82069165	0.4277865	-0.97028303	0.66186213	1.1049916
0.16046172	-0.19461612	0.05927674	-0.025441563	-0.31963462	0.32023543	0.08545402	0.31144294	-0.09605075	0.23958132	-0.037121203	-0.2727979	-0.18376713	-0.35068887	0.10358274	0.6072678
0.2666494	-0.06154694	0.3338155	0.061903544	-0.121739835	-0.1646331	0.17970473	-0.0141823655	-0.20125267	-0.28856894	0.20996043	0.18408878	0.18065268	-0.19079496	-0.25881863	0.17149748
0.17531882	1.153939	-0.7463055	0.8173468	0.66734535	-0.1509169	0.057691794	-0.4432961	-0.15977462	-0.9531464	0.6547123	0.888153	0.3058355	0.37085453	-0.059743803	-0.8802872
0.19084996	0.3247135	-0.0041068913	0.44309425	0.19294634	-0.009490714	-0.16634765	0.2741885	-0.20255882	-0.09152572	0.45147774	0.16623847	-0.12791401	0.23688573	-0.019675272	0.72471267
-0.31145146	-0.02000729	0.50518346	0.8484475	0.8337621	-0.7811689	-0.78644055	0.7432614	-0.02290222	-0.50314397	0.43247575	0.70480525	-0.6270468	0.7964414	-0.74551517	0.6652249
0.068166554	0.18606822	0.2957539	0.5618078	0.4746644	-0.36047816	-0.27741006	0.2750221	-0.16627863	-0.4030133	0.47500274	0.51415324	-0.16608305	0.3514317	-0.4250183	0.40550196
-0.8905144	-0.88118684	-0.9289812	-0.4566971	-0.3159823	0.92337525	-0.6758226	0.8503491	1.0400358	1.0595117	-1.0826817	-0.7541301	-0.97362196	-0.802918	0.8266584	-0.9559063
0.33355317	1.0572416	-0.4064239	0.4366512	0.08191934	0.2088621	-0.037117414	-0.11844129	-0.2659517	-0.19538118	0.5931326	0.064506516	0.061015915	0.27421033	0.20427272	0.47439516
-0.27795434	-0.06223067	-0.016220886	0.32541025	0.29572487	-0.06747921	-0.4650707	0.5038061	0.18642268	0.17020133	-0.027772862	0.10102648	-0.4442481	0.26486737	-0.05791576	0.2459253
0.060214773	0.122528665	-0.012008062	0.085285544	0.020855524	-0.008009607	-0.04622137	0.013024556	-0.037165258	-0.16193171	0.1738929	0.10149139	0.036519766	-0.058347534	0.009050806	0.08210799
-0.21571797	0.16683389	-0.34297043	0.42359686	0.36772496	0.07419918	-0.39597085	0.2741339	0.27595133	0.11838343	0.0042492934	0.085484736	-0.3079448	0.26547533	0.14148355	0.060745653
